metric,split,model,origin,train_end,date,lead_day,actual,forecast,residual
revenue_rub,holdout,seasonal7,2026-09-04,2026-09-03,2026-09-06,3,396075.0,176340.0,219735.0
revenue_rub,holdout,seasonal7,2026-09-04,2026-09-03,2026-09-07,4,173375.0,206188.0,-32813.0
revenue_rub,holdout,seasonal7,2026-09-04,2026-09-03,2026-09-08,5,64750.0,226880.0,-162130.0
revenue_rub,holdout,seasonal7,2026-09-04,2026-09-03,2026-09-09,6,193600.0,217280.0,-23680.0
revenue_rub,holdout,seasonal7,2026-09-04,2026-09-03,2026-09-10,7,9950.0,180400.0,-170450.0
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-04,1,269585.0,97062.66403225806,172522.33596774194
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-05,2,484684.0,153313.28903225806,331370.7109677419
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-06,3,396075.0,211810.37278225805,184264.62721774195
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-07,4,173375.0,148188.41403225806,25186.585967741936
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-08,5,64750.0,130568.91403225806,-65818.91403225806
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-09,6,193600.0,123536.41403225806,70063.58596774194
revenue_rub,holdout,weekday_shrunk,2026-09-04,2026-09-03,2026-09-10,7,9950.0,120125.41403225806,-110175.41403225806
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-04,1,269585.0,185944.4543466662,83640.5456533338
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-05,2,484684.0,185944.4543466662,298739.5456533338
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-06,3,396075.0,185944.4543466662,210130.5456533338
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-07,4,173375.0,185944.4543466662,-12569.4543466662
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-08,5,64750.0,185944.4543466662,-121194.4543466662
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-09,6,193600.0,185944.4543466662,7655.5456533338
revenue_rub,holdout,ewma03,2026-09-04,2026-09-03,2026-09-10,7,9950.0,185944.4543466662,-175994.4543466662
orders,development,mean7,2026-08-18,2026-08-17,2026-08-18,1,6,8.142857142857142,-2.1428571428571423
orders,development,mean7,2026-08-18,2026-08-17,2026-08-19,2,5,8.142857142857142,-3.1428571428571423
orders,development,mean7,2026-08-18,2026-08-17,2026-08-20,3,6,8.142857142857142,-2.1428571428571423
orders,development,mean7,2026-08-18,2026-08-17,2026-08-21,4,3,8.142857142857142,-5.142857142857142
orders,development,mean7,2026-08-18,2026-08-17,2026-08-22,5,26,8.142857142857142,17.857142857142858
orders,development,mean7,2026-08-18,2026-08-17,2026-08-23,6,39,8.142857142857142,30.857142857142858
orders,development,mean7,2026-08-18,2026-08-17,2026-08-24,7,19,8.142857142857142,10.857142857142858
orders,development,mean7,2026-08-19,2026-08-18,2026-08-19,1,5,7.285714285714286,-2.2857142857142856
orders,development,mean7,2026-08-19,2026-08-18,2026-08-20,2,6,7.285714285714286,-1.2857142857142856
orders,development,mean7,2026-08-19,2026-08-18,2026-08-21,3,3,7.285714285714286,-4.285714285714286
orders,development,mean7,2026-08-19,2026-08-18,2026-08-22,4,26,7.285714285714286,18.714285714285715
orders,development,mean7,2026-08-19,2026-08-18,2026-08-23,5,39,7.285714285714286,31.714285714285715
orders,development,mean7,2026-08-19,2026-08-18,2026-08-24,6,19,7.285714285714286,11.714285714285715
orders,development,mean7,2026-08-19,2026-08-18,2026-08-25,7,15,7.285714285714286,7.714285714285714
orders,development,mean7,2026-08-20,2026-08-19,2026-08-20,1,6,6,0
orders,development,mean7,2026-08-20,2026-08-19,2026-08-21,2,3,6,-3
orders,development,mean7,2026-08-20,2026-08-19,2026-08-22,3,26,6,20
orders,development,mean7,2026-08-20,2026-08-19,2026-08-23,4,39,6,33
orders,development,mean7,2026-08-20,2026-08-19,2026-08-24,5,19,6,13
orders,development,mean7,2026-08-20,2026-08-19,2026-08-25,6,15,6,9
orders,development,mean7,2026-08-20,2026-08-19,2026-08-26,7,9,6,3
orders,development,mean7,2026-08-21,2026-08-20,2026-08-21,1,3,5.571428571428571,-2.571428571428571
orders,development,mean7,2026-08-21,2026-08-20,2026-08-22,2,26,5.571428571428571,20.42857142857143
orders,development,mean7,2026-08-21,2026-08-20,2026-08-23,3,39,5.571428571428571,33.42857142857143
orders,development,mean7,2026-08-21,2026-08-20,2026-08-24,4,19,5.571428571428571,13.428571428571429
orders,development,mean7,2026-08-21,2026-08-20,2026-08-25,5,15,5.571428571428571,9.428571428571429
orders,development,mean7,2026-08-21,2026-08-20,2026-08-26,6,9,5.571428571428571,3.428571428571429
orders,development,mean7,2026-08-21,2026-08-20,2026-08-27,7,10,5.571428571428571,4.428571428571429
orders,development,mean7,2026-08-22,2026-08-21,2026-08-22,1,26,4.714285714285714,21.285714285714285
orders,development,mean7,2026-08-22,2026-08-21,2026-08-23,2,39,4.714285714285714,34.285714285714285
orders,development,mean7,2026-08-22,2026-08-21,2026-08-24,3,19,4.714285714285714,14.285714285714285
orders,development,mean7,2026-08-22,2026-08-21,2026-08-25,4,15,4.714285714285714,10.285714285714285
orders,development,mean7,2026-08-22,2026-08-21,2026-08-26,5,9,4.714285714285714,4.285714285714286
orders,development,mean7,2026-08-22,2026-08-21,2026-08-27,6,10,4.714285714285714,5.285714285714286
orders,development,mean7,2026-08-22,2026-08-21,2026-08-28,7,6,4.714285714285714,1.2857142857142856
orders,development,mean7,2026-08-23,2026-08-22,2026-08-23,1,39,7.714285714285714,31.285714285714285
orders,development,mean7,2026-08-23,2026-08-22,2026-08-24,2,19,7.714285714285714,11.285714285714285
orders,development,mean7,2026-08-23,2026-08-22,2026-08-25,3,15,7.714285714285714,7.285714285714286
orders,development,mean7,2026-08-23,2026-08-22,2026-08-26,4,9,7.714285714285714,1.2857142857142856
orders,development,mean7,2026-08-23,2026-08-22,2026-08-27,5,10,7.714285714285714,2.2857142857142856
orders,development,mean7,2026-08-23,2026-08-22,2026-08-28,6,6,7.714285714285714,-1.7142857142857144
orders,development,mean7,2026-08-23,2026-08-22,2026-08-29,7,10,7.714285714285714,2.2857142857142856
orders,development,mean7,2026-08-24,2026-08-23,2026-08-24,1,19,12.571428571428571,6.428571428571429
orders,development,mean7,2026-08-24,2026-08-23,2026-08-25,2,15,12.571428571428571,2.428571428571429
orders,development,mean7,2026-08-24,2026-08-23,2026-08-26,3,9,12.571428571428571,-3.571428571428571
orders,development,mean7,2026-08-24,2026-08-23,2026-08-27,4,10,12.571428571428571,-2.571428571428571
orders,development,mean7,2026-08-24,2026-08-23,2026-08-28,5,6,12.571428571428571,-6.571428571428571
orders,development,mean7,2026-08-24,2026-08-23,2026-08-29,6,10,12.571428571428571,-2.571428571428571
orders,development,mean7,2026-08-24,2026-08-23,2026-08-30,7,19,12.571428571428571,6.428571428571429
orders,development,mean7,2026-08-25,2026-08-24,2026-08-25,1,15,14.857142857142858,0.14285714285714235
orders,development,mean7,2026-08-25,2026-08-24,2026-08-26,2,9,14.857142857142858,-5.857142857142858
orders,development,mean7,2026-08-25,2026-08-24,2026-08-27,3,10,14.857142857142858,-4.857142857142858
orders,development,mean7,2026-08-25,2026-08-24,2026-08-28,4,6,14.857142857142858,-8.857142857142858
orders,development,mean7,2026-08-25,2026-08-24,2026-08-29,5,10,14.857142857142858,-4.857142857142858
orders,development,mean7,2026-08-25,2026-08-24,2026-08-30,6,19,14.857142857142858,4.142857142857142
orders,development,mean7,2026-08-25,2026-08-24,2026-08-31,7,19,14.857142857142858,4.142857142857142
orders,development,mean7,2026-08-26,2026-08-25,2026-08-26,1,9,16.142857142857142,-7.142857142857142
orders,development,mean7,2026-08-26,2026-08-25,2026-08-27,2,10,16.142857142857142,-6.142857142857142
orders,development,mean7,2026-08-26,2026-08-25,2026-08-28,3,6,16.142857142857142,-10.142857142857142
orders,development,mean7,2026-08-26,2026-08-25,2026-08-29,4,10,16.142857142857142,-6.142857142857142
orders,development,mean7,2026-08-26,2026-08-25,2026-08-30,5,19,16.142857142857142,2.8571428571428577
orders,development,mean7,2026-08-26,2026-08-25,2026-08-31,6,19,16.142857142857142,2.8571428571428577
orders,development,mean7,2026-08-26,2026-08-25,2026-09-01,7,19,16.142857142857142,2.8571428571428577
orders,development,mean7,2026-08-27,2026-08-26,2026-08-27,1,10,16.714285714285715,-6.714285714285715
orders,development,mean7,2026-08-27,2026-08-26,2026-08-28,2,6,16.714285714285715,-10.714285714285715
orders,development,mean7,2026-08-27,2026-08-26,2026-08-29,3,10,16.714285714285715,-6.714285714285715
orders,development,mean7,2026-08-27,2026-08-26,2026-08-30,4,19,16.714285714285715,2.2857142857142847
orders,development,mean7,2026-08-27,2026-08-26,2026-08-31,5,19,16.714285714285715,2.2857142857142847
orders,development,mean7,2026-08-27,2026-08-26,2026-09-01,6,19,16.714285714285715,2.2857142857142847
orders,development,mean7,2026-08-27,2026-08-26,2026-09-02,7,23,16.714285714285715,6.285714285714285
orders,development,mean7,2026-08-28,2026-08-27,2026-08-28,1,6,17.285714285714285,-11.285714285714285
orders,development,mean7,2026-08-28,2026-08-27,2026-08-29,2,10,17.285714285714285,-7.285714285714285
orders,development,mean7,2026-08-28,2026-08-27,2026-08-30,3,19,17.285714285714285,1.7142857142857153
orders,development,mean7,2026-08-28,2026-08-27,2026-08-31,4,19,17.285714285714285,1.7142857142857153
orders,development,mean7,2026-08-28,2026-08-27,2026-09-01,5,19,17.285714285714285,1.7142857142857153
orders,development,mean7,2026-08-28,2026-08-27,2026-09-02,6,23,17.285714285714285,5.714285714285715
orders,development,mean7,2026-08-28,2026-08-27,2026-09-03,7,20,17.285714285714285,2.7142857142857153
orders,development,mean14,2026-08-18,2026-08-17,2026-08-18,1,6,15.285714285714286,-9.285714285714286
orders,development,mean14,2026-08-18,2026-08-17,2026-08-19,2,5,15.285714285714286,-10.285714285714286
orders,development,mean14,2026-08-18,2026-08-17,2026-08-20,3,6,15.285714285714286,-9.285714285714286
orders,development,mean14,2026-08-18,2026-08-17,2026-08-21,4,3,15.285714285714286,-12.285714285714286
orders,development,mean14,2026-08-18,2026-08-17,2026-08-22,5,26,15.285714285714286,10.714285714285714
orders,development,mean14,2026-08-18,2026-08-17,2026-08-23,6,39,15.285714285714286,23.714285714285715
orders,development,mean14,2026-08-18,2026-08-17,2026-08-24,7,19,15.285714285714286,3.7142857142857135
orders,development,mean14,2026-08-19,2026-08-18,2026-08-19,1,5,15.214285714285714,-10.214285714285714
orders,development,mean14,2026-08-19,2026-08-18,2026-08-20,2,6,15.214285714285714,-9.214285714285714
orders,development,mean14,2026-08-19,2026-08-18,2026-08-21,3,3,15.214285714285714,-12.214285714285714
orders,development,mean14,2026-08-19,2026-08-18,2026-08-22,4,26,15.214285714285714,10.785714285714286
orders,development,mean14,2026-08-19,2026-08-18,2026-08-23,5,39,15.214285714285714,23.785714285714285
orders,development,mean14,2026-08-19,2026-08-18,2026-08-24,6,19,15.214285714285714,3.7857142857142865
orders,development,mean14,2026-08-19,2026-08-18,2026-08-25,7,15,15.214285714285714,-0.21428571428571352
orders,development,mean14,2026-08-20,2026-08-19,2026-08-20,1,6,15.142857142857142,-9.142857142857142
orders,development,mean14,2026-08-20,2026-08-19,2026-08-21,2,3,15.142857142857142,-12.142857142857142
orders,development,mean14,2026-08-20,2026-08-19,2026-08-22,3,26,15.142857142857142,10.857142857142858
orders,development,mean14,2026-08-20,2026-08-19,2026-08-23,4,39,15.142857142857142,23.857142857142858
orders,development,mean14,2026-08-20,2026-08-19,2026-08-24,5,19,15.142857142857142,3.8571428571428577
orders,development,mean14,2026-08-20,2026-08-19,2026-08-25,6,15,15.142857142857142,-0.14285714285714235
orders,development,mean14,2026-08-20,2026-08-19,2026-08-26,7,9,15.142857142857142,-6.142857142857142
orders,development,mean14,2026-08-21,2026-08-20,2026-08-21,1,3,15.071428571428571,-12.071428571428571
orders,development,mean14,2026-08-21,2026-08-20,2026-08-22,2,26,15.071428571428571,10.928571428571429
orders,development,mean14,2026-08-21,2026-08-20,2026-08-23,3,39,15.071428571428571,23.92857142857143
orders,development,mean14,2026-08-21,2026-08-20,2026-08-24,4,19,15.071428571428571,3.928571428571429
orders,development,mean14,2026-08-21,2026-08-20,2026-08-25,5,15,15.071428571428571,-0.07142857142857117
orders,development,mean14,2026-08-21,2026-08-20,2026-08-26,6,9,15.071428571428571,-6.071428571428571
orders,development,mean14,2026-08-21,2026-08-20,2026-08-27,7,10,15.071428571428571,-5.071428571428571
orders,development,mean14,2026-08-22,2026-08-21,2026-08-22,1,26,14.928571428571429,11.071428571428571
orders,development,mean14,2026-08-22,2026-08-21,2026-08-23,2,39,14.928571428571429,24.07142857142857
orders,development,mean14,2026-08-22,2026-08-21,2026-08-24,3,19,14.928571428571429,4.071428571428571
orders,development,mean14,2026-08-22,2026-08-21,2026-08-25,4,15,14.928571428571429,0.07142857142857117
orders,development,mean14,2026-08-22,2026-08-21,2026-08-26,5,9,14.928571428571429,-5.928571428571429
orders,development,mean14,2026-08-22,2026-08-21,2026-08-27,6,10,14.928571428571429,-4.928571428571429
orders,development,mean14,2026-08-22,2026-08-21,2026-08-28,7,6,14.928571428571429,-8.928571428571429
orders,development,mean14,2026-08-23,2026-08-22,2026-08-23,1,39,14.285714285714286,24.714285714285715
orders,development,mean14,2026-08-23,2026-08-22,2026-08-24,2,19,14.285714285714286,4.7142857142857135
orders,development,mean14,2026-08-23,2026-08-22,2026-08-25,3,15,14.285714285714286,0.7142857142857135
orders,development,mean14,2026-08-23,2026-08-22,2026-08-26,4,9,14.285714285714286,-5.2857142857142865
orders,development,mean14,2026-08-23,2026-08-22,2026-08-27,5,10,14.285714285714286,-4.2857142857142865
orders,development,mean14,2026-08-23,2026-08-22,2026-08-28,6,6,14.285714285714286,-8.285714285714286
orders,development,mean14,2026-08-23,2026-08-22,2026-08-29,7,10,14.285714285714286,-4.2857142857142865
orders,development,mean14,2026-08-24,2026-08-23,2026-08-24,1,19,12.214285714285714,6.7857142857142865
orders,development,mean14,2026-08-24,2026-08-23,2026-08-25,2,15,12.214285714285714,2.7857142857142865
orders,development,mean14,2026-08-24,2026-08-23,2026-08-26,3,9,12.214285714285714,-3.2142857142857135
orders,development,mean14,2026-08-24,2026-08-23,2026-08-27,4,10,12.214285714285714,-2.2142857142857135
orders,development,mean14,2026-08-24,2026-08-23,2026-08-28,5,6,12.214285714285714,-6.2142857142857135
orders,development,mean14,2026-08-24,2026-08-23,2026-08-29,6,10,12.214285714285714,-2.2142857142857135
orders,development,mean14,2026-08-24,2026-08-23,2026-08-30,7,19,12.214285714285714,6.7857142857142865
orders,development,mean14,2026-08-25,2026-08-24,2026-08-25,1,15,11.5,3.5
orders,development,mean14,2026-08-25,2026-08-24,2026-08-26,2,9,11.5,-2.5
orders,development,mean14,2026-08-25,2026-08-24,2026-08-27,3,10,11.5,-1.5
orders,development,mean14,2026-08-25,2026-08-24,2026-08-28,4,6,11.5,-5.5
orders,development,mean14,2026-08-25,2026-08-24,2026-08-29,5,10,11.5,-1.5
orders,development,mean14,2026-08-25,2026-08-24,2026-08-30,6,19,11.5,7.5
orders,development,mean14,2026-08-25,2026-08-24,2026-08-31,7,19,11.5,7.5
orders,development,mean14,2026-08-26,2026-08-25,2026-08-26,1,9,11.714285714285714,-2.7142857142857135
orders,development,mean14,2026-08-26,2026-08-25,2026-08-27,2,10,11.714285714285714,-1.7142857142857135
orders,development,mean14,2026-08-26,2026-08-25,2026-08-28,3,6,11.714285714285714,-5.7142857142857135
orders,development,mean14,2026-08-26,2026-08-25,2026-08-29,4,10,11.714285714285714,-1.7142857142857135
orders,development,mean14,2026-08-26,2026-08-25,2026-08-30,5,19,11.714285714285714,7.2857142857142865
orders,development,mean14,2026-08-26,2026-08-25,2026-08-31,6,19,11.714285714285714,7.2857142857142865
orders,development,mean14,2026-08-26,2026-08-25,2026-09-01,7,19,11.714285714285714,7.2857142857142865
orders,development,mean14,2026-08-27,2026-08-26,2026-08-27,1,10,11.357142857142858,-1.3571428571428577
orders,development,mean14,2026-08-27,2026-08-26,2026-08-28,2,6,11.357142857142858,-5.357142857142858
orders,development,mean14,2026-08-27,2026-08-26,2026-08-29,3,10,11.357142857142858,-1.3571428571428577
orders,development,mean14,2026-08-27,2026-08-26,2026-08-30,4,19,11.357142857142858,7.642857142857142
orders,development,mean14,2026-08-27,2026-08-26,2026-08-31,5,19,11.357142857142858,7.642857142857142
orders,development,mean14,2026-08-27,2026-08-26,2026-09-01,6,19,11.357142857142858,7.642857142857142
orders,development,mean14,2026-08-27,2026-08-26,2026-09-02,7,23,11.357142857142858,11.642857142857142
orders,development,mean14,2026-08-28,2026-08-27,2026-08-28,1,6,11.428571428571429,-5.428571428571429
orders,development,mean14,2026-08-28,2026-08-27,2026-08-29,2,10,11.428571428571429,-1.4285714285714288
orders,development,mean14,2026-08-28,2026-08-27,2026-08-30,3,19,11.428571428571429,7.571428571428571
orders,development,mean14,2026-08-28,2026-08-27,2026-08-31,4,19,11.428571428571429,7.571428571428571
orders,development,mean14,2026-08-28,2026-08-27,2026-09-01,5,19,11.428571428571429,7.571428571428571
orders,development,mean14,2026-08-28,2026-08-27,2026-09-02,6,23,11.428571428571429,11.571428571428571
orders,development,mean14,2026-08-28,2026-08-27,2026-09-03,7,20,11.428571428571429,8.571428571428571
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-18,1,6,15.285714285714286,-9.285714285714286
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-19,2,5,15.285714285714286,-10.285714285714286
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-20,3,6,15.285714285714286,-9.285714285714286
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-21,4,3,15.285714285714286,-12.285714285714286
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-22,5,26,15.285714285714286,10.714285714285714
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-23,6,39,15.285714285714286,23.714285714285715
orders,development,mean_all,2026-08-18,2026-08-17,2026-08-24,7,19,15.285714285714286,3.7142857142857135
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-19,1,5,14.666666666666666,-9.666666666666666
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-20,2,6,14.666666666666666,-8.666666666666666
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-21,3,3,14.666666666666666,-11.666666666666666
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-22,4,26,14.666666666666666,11.333333333333334
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-23,5,39,14.666666666666666,24.333333333333336
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-24,6,19,14.666666666666666,4.333333333333334
orders,development,mean_all,2026-08-19,2026-08-18,2026-08-25,7,15,14.666666666666666,0.3333333333333339
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-20,1,6,14.0625,-8.0625
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-21,2,3,14.0625,-11.0625
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-22,3,26,14.0625,11.9375
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-23,4,39,14.0625,24.9375
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-24,5,19,14.0625,4.9375
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-25,6,15,14.0625,0.9375
orders,development,mean_all,2026-08-20,2026-08-19,2026-08-26,7,9,14.0625,-5.0625
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-21,1,3,13.588235294117647,-10.588235294117647
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-22,2,26,13.588235294117647,12.411764705882353
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-23,3,39,13.588235294117647,25.411764705882355
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-24,4,19,13.588235294117647,5.411764705882353
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-25,5,15,13.588235294117647,1.4117647058823533
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-26,6,9,13.588235294117647,-4.588235294117647
orders,development,mean_all,2026-08-21,2026-08-20,2026-08-27,7,10,13.588235294117647,-3.5882352941176467
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-22,1,26,13,13
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-23,2,39,13,26
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-24,3,19,13,6
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-25,4,15,13,2
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-26,5,9,13,-4
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-27,6,10,13,-3
orders,development,mean_all,2026-08-22,2026-08-21,2026-08-28,7,6,13,-7
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-23,1,39,13.68421052631579,25.315789473684212
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-24,2,19,13.68421052631579,5.315789473684211
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-25,3,15,13.68421052631579,1.3157894736842106
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-26,4,9,13.68421052631579,-4.684210526315789
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-27,5,10,13.68421052631579,-3.6842105263157894
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-28,6,6,13.68421052631579,-7.684210526315789
orders,development,mean_all,2026-08-23,2026-08-22,2026-08-29,7,10,13.68421052631579,-3.6842105263157894
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-24,1,19,14.95,4.050000000000001
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-25,2,15,14.95,0.05000000000000071
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-26,3,9,14.95,-5.949999999999999
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-27,4,10,14.95,-4.949999999999999
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-28,5,6,14.95,-8.95
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-29,6,10,14.95,-4.949999999999999
orders,development,mean_all,2026-08-24,2026-08-23,2026-08-30,7,19,14.95,4.050000000000001
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-25,1,15,15.142857142857142,-0.14285714285714235
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-26,2,9,15.142857142857142,-6.142857142857142
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-27,3,10,15.142857142857142,-5.142857142857142
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-28,4,6,15.142857142857142,-9.142857142857142
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-29,5,10,15.142857142857142,-5.142857142857142
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-30,6,19,15.142857142857142,3.8571428571428577
orders,development,mean_all,2026-08-25,2026-08-24,2026-08-31,7,19,15.142857142857142,3.8571428571428577
orders,development,mean_all,2026-08-26,2026-08-25,2026-08-26,1,9,15.136363636363637,-6.136363636363637
orders,development,mean_all,2026-08-26,2026-08-25,2026-08-27,2,10,15.136363636363637,-5.136363636363637
orders,development,mean_all,2026-08-26,2026-08-25,2026-08-28,3,6,15.136363636363637,-9.136363636363637
orders,development,mean_all,2026-08-26,2026-08-25,2026-08-29,4,10,15.136363636363637,-5.136363636363637
orders,development,mean_all,2026-08-26,2026-08-25,2026-08-30,5,19,15.136363636363637,3.8636363636363633
orders,development,mean_all,2026-08-26,2026-08-25,2026-08-31,6,19,15.136363636363637,3.8636363636363633
orders,development,mean_all,2026-08-26,2026-08-25,2026-09-01,7,19,15.136363636363637,3.8636363636363633
orders,development,mean_all,2026-08-27,2026-08-26,2026-08-27,1,10,14.869565217391305,-4.869565217391305
orders,development,mean_all,2026-08-27,2026-08-26,2026-08-28,2,6,14.869565217391305,-8.869565217391305
orders,development,mean_all,2026-08-27,2026-08-26,2026-08-29,3,10,14.869565217391305,-4.869565217391305
orders,development,mean_all,2026-08-27,2026-08-26,2026-08-30,4,19,14.869565217391305,4.130434782608695
orders,development,mean_all,2026-08-27,2026-08-26,2026-08-31,5,19,14.869565217391305,4.130434782608695
orders,development,mean_all,2026-08-27,2026-08-26,2026-09-01,6,19,14.869565217391305,4.130434782608695
orders,development,mean_all,2026-08-27,2026-08-26,2026-09-02,7,23,14.869565217391305,8.130434782608695
orders,development,mean_all,2026-08-28,2026-08-27,2026-08-28,1,6,14.666666666666666,-8.666666666666666
orders,development,mean_all,2026-08-28,2026-08-27,2026-08-29,2,10,14.666666666666666,-4.666666666666666
orders,development,mean_all,2026-08-28,2026-08-27,2026-08-30,3,19,14.666666666666666,4.333333333333334
orders,development,mean_all,2026-08-28,2026-08-27,2026-08-31,4,19,14.666666666666666,4.333333333333334
orders,development,mean_all,2026-08-28,2026-08-27,2026-09-01,5,19,14.666666666666666,4.333333333333334
orders,development,mean_all,2026-08-28,2026-08-27,2026-09-02,6,23,14.666666666666666,8.333333333333334
orders,development,mean_all,2026-08-28,2026-08-27,2026-09-03,7,20,14.666666666666666,5.333333333333334
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-18,1,6,12,-6
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-19,2,5,14,-9
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-20,3,6,9,-3
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-21,4,3,9,-6
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-22,5,26,5,21
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-23,6,39,5,34
orders,development,seasonal7,2026-08-18,2026-08-17,2026-08-24,7,19,3,16
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-19,1,5,14,-9
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-20,2,6,9,-3
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-21,3,3,9,-6
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-22,4,26,5,21
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-23,5,39,5,34
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-24,6,19,3,16
orders,development,seasonal7,2026-08-19,2026-08-18,2026-08-25,7,15,6,9
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-20,1,6,9,-3
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-21,2,3,9,-6
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-22,3,26,5,21
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-23,4,39,5,34
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-24,5,19,3,16
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-25,6,15,6,9
orders,development,seasonal7,2026-08-20,2026-08-19,2026-08-26,7,9,5,4
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-21,1,3,9,-6
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-22,2,26,5,21
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-23,3,39,5,34
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-24,4,19,3,16
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-25,5,15,6,9
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-26,6,9,5,4
orders,development,seasonal7,2026-08-21,2026-08-20,2026-08-27,7,10,6,4
orders,development,seasonal7,2026-08-22,2026-08-21,2026-08-22,1,26,5,21
orders,development,seasonal7,2026-08-22,2026-08-21,2026-08-23,2,39,5,34
orders,development,seasonal7,2026-08-22,2026-08-21,2026-08-24,3,19,3,16
orders,development,seasonal7,2026-08-22,2026-08-21,2026-08-25,4,15,6,9
