metric,split,model,train_days,origin,train_end,test_end,actual_total,forecast_total,residual_total,absolute_total_error,daily_absolute_error_sum,daily_squared_error_sum,total_ape_pct
revenue_rub,range_history,mean7,28,2026-09-01,2026-08-31,2026-09-07,1948279.0,901403.0,1046876.0,1046876.0,1046876.0,240066569350.28568,53.73337186306478
revenue_rub,range_history,mean7,29,2026-09-02,2026-09-01,2026-09-08,1786149.0,986633.0,799516.0,799516.0,951911.142857143,214033066953.14285,44.76199913892962
revenue_rub,range_history,mean7,30,2026-09-03,2026-09-02,2026-09-09,1762469.0,1119838.0,642631.0,642631.0,833084.7142857143,183986291716.7143,36.46197465033428
revenue_rub,range_history,mean7,31,2026-09-04,2026-09-03,2026-09-10,1592019.0,1162813.0,429206.0,429206.0,944270.5714285714,200543372484.57144,26.95985412234402
revenue_rub,range_history,mean14,14,2026-08-18,2026-08-17,2026-08-24,1027938.0,879375.835,148562.16500000004,148562.16500000004,757123.1192857143,115257983036.21246,14.45244411627939
revenue_rub,range_history,mean14,15,2026-08-19,2026-08-18,2026-08-25,1108478.0,867865.835,240612.16500000004,240612.16500000004,710277.1664285715,112124923784.28389,21.70653499663503
revenue_rub,range_history,mean14,16,2026-08-20,2026-08-19,2026-08-26,1136173.0,862500.835,273672.16500000004,273672.16500000004,683348.595,109562915081.39816,24.087191387227126
revenue_rub,range_history,mean14,17,2026-08-21,2026-08-20,2026-08-27,1221013.0,857570.835,363442.16500000004,363442.16500000004,629042.6421428572,105284805361.98389,29.765626164504393
revenue_rub,range_history,mean14,18,2026-08-22,2026-08-21,2026-08-28,1253068.0,844145.835,408922.16500000004,408922.16500000004,602741.2135714286,101805341947.46962,32.633677102918604
revenue_rub,range_history,mean14,19,2026-08-23,2026-08-22,2026-08-29,1097443.0,832213.335,265229.66500000004,265229.66500000004,498955.3807142857,86272289721.43031,24.167967265725878
revenue_rub,range_history,mean14,20,2026-08-24,2026-08-23,2026-08-30,879288.0,767415.0,111873.0,111873.0,290057.2857142857,15085000901.857141,12.723135082020908
revenue_rub,range_history,mean14,21,2026-08-25,2026-08-24,2026-08-31,901403.0,756656.5,144746.5,144746.5,313709.2142857143,19295051440.892857,16.057911943936286
revenue_rub,range_history,mean14,22,2026-08-26,2026-08-25,2026-09-01,986633.0,779316.5,207316.5,207316.5,395702.0714285714,30863616716.607147,21.0125244138398
revenue_rub,range_history,mean14,23,2026-08-27,2026-08-26,2026-09-02,1119838.0,763889.0,355949.0,355949.0,481007.0,42880908045.0,31.78575829718227
revenue_rub,range_history,mean14,24,2026-08-28,2026-08-27,2026-09-03,1162813.0,796196.5,366616.5,366616.5,510135.9285714286,43626728955.17857,31.528414285014012
